name,diet,period,lived_in,type,length,taxonomy,named_by,species,link,image,coordinates,latitude,longitude,modified_period
Microraptor,Carnivorous,Early Cretaceous 125-122 million years ago,China,Small Theropod,0.8,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptora Dromaeosauridae,Xu Zhou and Wang (2000),Zhaoianus,https://www.nhm.ac.uk/discover/dino-directory/microraptor.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/microraptor.jpg,中国,35.000074,104.999927,Early Cretaceous
Minmi,Herbivorous,Early Cretaceous 121-112 million years ago,Australia,Armoured Dinosaur,3.0,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria,Molnar (1980),Paravertebra,https://www.nhm.ac.uk/discover/dino-directory/minmi.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Minmi.jpg,Australia,-24.7761086,134.755,Early Cretaceous
Monolophosaurus,Carnivorous,Mid Jurassic 180-159 million years ago,China,Large Theropod,5.7,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria,Zhao and Currie (1993),Jiangi,https://www.nhm.ac.uk/discover/dino-directory/monolophosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Monolophosaurus.jpg,中国,35.000074,104.999927,Mid Jurassic
Mononykus,Unknown,Late Cretaceous 81-68 million years ago,Mongolia,Small Theropod,1.0,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Alvarezsauridae,Perle Norell Chiappe and Clark (1993),Olecranus,https://www.nhm.ac.uk/discover/dino-directory/mononykus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Mononykus.jpg,"Mongolia, Markham, Whitchurch-Stouffville, York Region, Golden Horseshoe, Ontario, L4A 1S5, Canada",43.9382593,-79.2235563,Late Cretaceous
Mussaurus,Herbivorous,Late Triassic 221-210 million years ago,Argentina,Sauropod,3.0,Dinosauria Saurischia Sauropodomorpha Prosauropoda Plateosauria Plateosauridae,Bonaparte and Vince (1979),Patagonicus,https://www.nhm.ac.uk/discover/dino-directory/mussaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/muss.jpg,Argentina,-34.9964963,-64.9672817,Late Triassic
Muttaburrasaurus,Herbivorous,Early Cretaceous 110-100 million years ago,Australia,Euornithopod,7.0,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea,Bartholomai and Molnar (1981),Langdoni,https://www.nhm.ac.uk/discover/dino-directory/muttaburrasaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/muttab.jpg,Australia,-24.7761086,134.755,Early Cretaceous
Nanshiungosaurus,Omnivorous,Late Cretaceous 84-71 million years ago,China,Large Theropod,4.4,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Therizinosauroidea Therizinosauridae,Dong (1979),Brevispinus,https://www.nhm.ac.uk/discover/dino-directory/nanshiungosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Nanshiungosaurus.jpg,中国,35.000074,104.999927,Late Cretaceous
Nedoceratops,Herbivorous,Late Cretaceous 67-65 million years ago,USA,Ceratopsian,7.0,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria Ceratopsidae Chasmosaurinae,Lull (1905),Hatcheri,https://www.nhm.ac.uk/discover/dino-directory/nedoceratops.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Diceratops.jpg,United States,39.7837304,-100.445882,Late Cretaceous
Nemegtosaurus,Herbivorous,Late Cretaceous 72-68 million years ago,Mongolia,Sauropod,13.0,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Diplodocoidea Nemegtosauridae,Nowinski (1971),Mongoliensis,https://www.nhm.ac.uk/discover/dino-directory/nemegtosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Nemegtosaurus.jpg,"Mongolia, Markham, Whitchurch-Stouffville, York Region, Golden Horseshoe, Ontario, L4A 1S5, Canada",43.9382593,-79.2235563,Late Cretaceous
Neovenator,Carnivorous,Early Cretaceous 127-121 million years ago,United Kingdom,Large Theropod,7.4,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria Allosauroidea Carcharodontosauridae,Hutt Martill and Barker (1996),Salerii,https://www.nhm.ac.uk/discover/dino-directory/neovenator.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Neovenator.jpg,United Kingdom,54.7023545,-3.2765753,Early Cretaceous
Neuquenosaurus,Herbivorous,Late Cretaceous 71-65 million years ago,Argentina,Sauropod,10.0,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia Saltasauridae,Lydekker (1893),Australis,https://www.nhm.ac.uk/discover/dino-directory/neuquenosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Neuquenosaurus.jpg,Argentina,-34.9964963,-64.9672817,Late Cretaceous
Nigersaurus,Herbivorous,Early Cretaceous 121-99 million years ago,Tunisia,Sauropod,15.0,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Diplodocoidea Rebbachisauridae,Sereno Beck Dutheil Larsson Lyon Moussa Sadleir Sidor Varricchio Wilson &amp; Wilson (1999),Taqueti,https://www.nhm.ac.uk/discover/dino-directory/nigersaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Nigersaurus.jpg,"تونس, ولاية تونس, تونس",36.8002068,10.1857757,Early Cretaceous
Noasaurus,Carnivorous,Late Cretaceous 84-65 million years ago,Argentina,Small Theropod,1.0,Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria Neoceratosauria Abelisauroidea Abelisauria,Bonaparte and Powell (1980),Leali,https://www.nhm.ac.uk/discover/dino-directory/noasaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Noasaurus.jpg,Argentina,-34.9964963,-64.9672817,Late Cretaceous
Nodosaurus,Herbivorous,Early Cretaceous 110-100 million years ago,USA,Armoured Dinosaur,5.0,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria Nodosauridae,Marsh (1889),Textilis,https://www.nhm.ac.uk/discover/dino-directory/nodosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/nodo.jpg,United States,39.7837304,-100.445882,Early Cretaceous
Nomingia,Omnivorous,Late Cretaceous 72-68 million years ago,Mongolia,Small Theropod,1.6,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Oviraptorosauria Caenagnathoidea Caenagnathidae,Barsbold Osmólska Watabe Currie and Tsogtbaatar (2000),Gobiensis,https://www.nhm.ac.uk/discover/dino-directory/nomingia.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Nomingia.jpg,"Mongolia, Markham, Whitchurch-Stouffville, York Region, Golden Horseshoe, Ontario, L4A 1S5, Canada",43.9382593,-79.2235563,Late Cretaceous
Nothronychus,Omnivorous,Late Cretaceous 94-89 million years ago,USA,Large Theropod,5.3,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Therizinosauroidea Therizinosauridae,Kirkland and Wolfe (2001),Mckinleyi,https://www.nhm.ac.uk/discover/dino-directory/nothronychus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Nothronychus.jpg,United States,39.7837304,-100.445882,Late Cretaceous
Nqwebasaurus,Carnivorous,Mid Jurassic 159-132 million years ago,South Africa,Small Theropod,1.0,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria,de Klerk Forster Sampson Chinsamy and Ross (2000),Thwazi,https://www.nhm.ac.uk/discover/dino-directory/nqwebasaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Nqwebasaurus.jpg,South Africa,-28.8166236,24.991639,Mid Jurassic
Omeisaurus,Herbivorous,Mid Jurassic 169-159 million years ago,China,Sauropod,20.0,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda,Young (1939),Junghsiensis,https://www.nhm.ac.uk/discover/dino-directory/omeisaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Omeisaurus.jpg,中国,35.000074,104.999927,Mid Jurassic
Opisthocoelicaudia,Herbivorous,Late Cretaceous 72-68 million years ago,Mongolia,Sauropod,12.0,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia Saltasauridae,Borsuk-Bialynicka  (1977),Skarzynskii ,https://www.nhm.ac.uk/discover/dino-directory/opisthocoelicaudia.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Opisthocoelicaudia.jpg,"Mongolia, Markham, Whitchurch-Stouffville, York Region, Golden Horseshoe, Ontario, L4A 1S5, Canada",43.9382593,-79.2235563,Late Cretaceous
Ornitholestes,Carnivorous,Late Jurassic 150-144 million years ago,USA,Small Theropod,2.0,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria,Osbourne (1933),Hermanni,https://www.nhm.ac.uk/discover/dino-directory/ornitholestes.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/ornithol.jpg,United States,39.7837304,-100.445882,Late Jurassic
Ornithomimus,Omnivorous,Late Cretaceous 74-65 million years ago,USA,Large Theropod,4.0,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Ornithomimosauria Ornithomimidae,Marsh (1890),Velox,https://www.nhm.ac.uk/discover/dino-directory/ornithomimus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/ornithom.jpg,United States,39.7837304,-100.445882,Late Cretaceous
Orodromeus,Herbivorous,Late Cretaceous 74 million years ago,USA,Euornithopod,2.0,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda,Horner and Weishampel (1988),Makelai,https://www.nhm.ac.uk/discover/dino-directory/orodromeus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/orodro.jpg,United States,39.7837304,-100.445882,Late Cretaceous
Oryctodromeus,Herbivorous,Late Cretaceous 99-94 million years ago,USA,Euornithopod,2.1,Dinosauria Ornithischia,Varricchio Marin and Katsura (2007),Cubicularis,https://www.nhm.ac.uk/discover/dino-directory/oryctodromeus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/oryctodromeus.jpg,United States,39.7837304,-100.445882,Late Cretaceous
Othnielia,Herbivorous,Late Jurassic 154-142 million years ago,USA,Euornithopod,1.4,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda,Marsh (1877),Rex,https://www.nhm.ac.uk/discover/dino-directory/othnielia.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Othnielia.jpg,United States,39.7837304,-100.445882,Late Jurassic
Ouranosaurus,Herbivorous,Early Cretaceous 115-100 million years ago,Niger,Euornithopod,7.0,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea,Taquet (1976),Nigeriensis,https://www.nhm.ac.uk/discover/dino-directory/ouranosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/ourano.jpg,Niger,17.7356214,9.3238432,Early Cretaceous
Oviraptor,Omnivorous,Late Cretaceous 85-75 million years ago,Mongolia,Small Theropod,2.0,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Oviraptorosauria Caenagnathoidea Oviraptoridae Oviraptorinae,Osborn (1924),Philoceratops,https://www.nhm.ac.uk/discover/dino-directory/oviraptor.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/oviraps.jpg,"Mongolia, Markham, Whitchurch-Stouffville, York Region, Golden Horseshoe, Ontario, L4A 1S5, Canada",43.9382593,-79.2235563,Late Cretaceous
Pachycephalosaurus,Herbivorous,Late Cretaceous 76-65 million years ago,USA,Euornithopod,8.0,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Pachycephalosauria Goyocephala Homalocephaloidea Pachycephalosauridae,Brown and Schlaikjer (1943),Wyomingensis,https://www.nhm.ac.uk/discover/dino-directory/pachycephalosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/pachycephalosaurus.jpg,United States,39.7837304,-100.445882,Late Cretaceous
Pachyrhinosaurus,Herbivorous,Late Cretaceous 76-74 million years ago,Canada,Ceratopsian,6.0,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria Ceratopsidae Centrosaurinae,Sternberg (1950),Canadensis,https://www.nhm.ac.uk/discover/dino-directory/pachyrhinosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/pachyr.jpg,Canada,61.0666922,-107.991707,Late Cretaceous
Panoplosaurus,Herbivorous,Late Cretaceous 79-75 million years ago,USA,Armoured Dinosaur,7.0,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria Nodosauridae,Lambe (1919),Mirus,https://www.nhm.ac.uk/discover/dino-directory/panoplosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Panoplosaurus.jpg,United States,39.7837304,-100.445882,Late Cretaceous
Pantydraco,Herbivorous,Early Jurassic,Wales,Euornithopod,3.0,Dinosauria Saurischia,Galton Yates and Kermack 2007 (2003),Caducus,https://www.nhm.ac.uk/discover/dino-directory/pantydraco.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/pantydraco.jpg,"Cymru / Wales, United Kingdom",52.2928116,-3.73893,Early Jurassic
Paralititan,Herbivorous,Late Cretaceous 99-94 million years ago,Egypt,Sauropod,28.0,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia,Smith Lamanna Lacovara Dodson Smith Poole Giegengack and Attia (2001),Stromeri,https://www.nhm.ac.uk/discover/dino-directory/paralititan.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Paralititan.jpg,مصر,26.2540493,29.2675469,Late Cretaceous
Parasaurolophus,Herbivorous,Late Cretaceous 76-74 million years ago,USA,Euornithopod,11.0,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Lambeosaurinae,Parks (1922),Walkeri,https://www.nhm.ac.uk/discover/dino-directory/parasaurolophus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/parasaurolophus.jpg,United States,39.7837304,-100.445882,Late Cretaceous
Parksosaurus,Herbivorous,Late Cretaceous 76-74 million years ago,Canada,Euornithopod,3.0,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda,Sternberg (1937),Warrenae,https://www.nhm.ac.uk/discover/dino-directory/parksosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/parkso.jpg,Canada,61.0666922,-107.991707,Late Cretaceous
Patagosaurus,Herbivorous,Mid Jurassic 164-159 million years ago,Argentina,Sauropod,18.0,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Cetiosauridae,Bonaparte (1979),Fariasi,https://www.nhm.ac.uk/discover/dino-directory/patagosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Patagosaurus.jpg,Argentina,-34.9964963,-64.9672817,Mid Jurassic
Pelicanimimus,Carnivorous,Early Cretaceous 127-121 million years ago,Spain,Small Theropod,2.0,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Ornithomimosauria,Pérez-Moreno Sanz Buscalioni Moratalla Ortega and Rasskin-Gutman (1994),Polyodon,https://www.nhm.ac.uk/discover/dino-directory/pelicanimimus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Pelicanimimus.jpg,España,39.3260685,-4.8379791,Early Cretaceous
Pelorosaurus,Herbivorous,Early Cretaceous 125 million years ago,United Kingdom,Sauropod,25.0,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes,Mantell (1850),Conybearei,https://www.nhm.ac.uk/discover/dino-directory/pelorosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/pelo.jpg,United Kingdom,54.7023545,-3.2765753,Early Cretaceous
Pentaceratops,Herbivorous,Late Cretaceous 76-74 million years ago,USA,Ceratopsian,6.8,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria Ceratopsidae Chasmosaurinae,Osborn (1923),Sternbergi,https://www.nhm.ac.uk/discover/dino-directory/pentaceratops.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Pentaceratops.jpg,United States,39.7837304,-100.445882,Late Cretaceous
Piatnitzkysaurus,Carnivorous,Late Jurassic 164-159 million years ago,Argentina,Large Theropod,4.2,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Spinosauroidea Megalosauridae Eustreptospondylinae,Bonaparte (1979),Floresi,https://www.nhm.ac.uk/discover/dino-directory/piatnitzkysaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Piatnitzkysaurus.jpg,Argentina,-34.9964963,-64.9672817,Late Jurassic
Pinacosaurus,Herbivorous,Late Cretaceous 81-75 million years ago,Mongolia,Armoured Dinosaur,5.0,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria Ankylosauridae,Gilmore (1933),Grangeri,https://www.nhm.ac.uk/discover/dino-directory/pinacosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Pinacosaurus.jpg,"Mongolia, Markham, Whitchurch-Stouffville, York Region, Golden Horseshoe, Ontario, L4A 1S5, Canada",43.9382593,-79.2235563,Late Cretaceous
Plateosaurus,Herbivorous,Late Triassic 210 million years ago,Switzerland,Sauropod,7.0,Dinosauria Saurischia Sauropodomorpha Prosauropoda Plateosauria Plateosauridae,Meyer (1837),Engelhardti,https://www.nhm.ac.uk/discover/dino-directory/plateosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/plateo.jpg,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736,Late Triassic
Podokesaurus,Carnivorous,Mid Jurassic 195-180 million years ago,USA,Small Theropod,0.9,Dinosauria Saurischia Theropoda Neotheropoda Coelophysoidea,Talbot (1911),Holyokensis,https://www.nhm.ac.uk/discover/dino-directory/podokesaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Podokesaurus.jpg,United States,39.7837304,-100.445882,Mid Jurassic
Poekilopleuron,Carnivorous,Mid Jurassic 169-164 million years ago,France,Large Theropod,9.0,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Spinosauroidea Megalosauridae Megalosaurinae,Eudes-Deslongchamps (1838),Bucklandii,https://www.nhm.ac.uk/discover/dino-directory/poekilopleuron.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Poekilopleuron.jpg,France,46.603354,1.8883335,Mid Jurassic
Polacanthus,Herbivorous,Early Cretaceous 125 million years ago,United Kingdom,Armoured Dinosaur,5.0,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria,Hulke (1881),Foxii,https://www.nhm.ac.uk/discover/dino-directory/polacanthus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/polac.jpg,United Kingdom,54.7023545,-3.2765753,Early Cretaceous
Prenocephale,Herbivorous,Late Cretaceous 80-65 million years ago,Mongolia,Euornithopod,2.4,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Pachycephalosauria Goyocephala Homalocephaloidea Pachycephalosauridae,Maryańska and Osmólska (1974),Prenes,https://www.nhm.ac.uk/discover/dino-directory/prenocephale.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Prenocephale.jpg,"Mongolia, Markham, Whitchurch-Stouffville, York Region, Golden Horseshoe, Ontario, L4A 1S5, Canada",43.9382593,-79.2235563,Late Cretaceous
Probactrosaurus,Herbivorous,Early Cretaceous 121-99 million years ago,China,Euornithopod,6.0,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea,Rozhdestvensky (1966),Gobiensis,https://www.nhm.ac.uk/discover/dino-directory/probactrosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Probactrosaurus.jpg,中国,35.000074,104.999927,Early Cretaceous
Proceratosaurus,Carnivorous,Mid Jurassic 169-164 million years ago,United Kingdom,Small Theropod,4.1,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria,Woodward (1910),Bradleyi,https://www.nhm.ac.uk/discover/dino-directory/proceratosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Proceratosaurus.jpg,United Kingdom,54.7023545,-3.2765753,Mid Jurassic
Procompsognathus,Carnivorous,Late Triassic 221-210 million years ago,Germany,Small Theropod,1.0,Dinosauria Saurischia Theropoda Neotheropoda Coelophysoidea,Fraas (1913),Triassicus,https://www.nhm.ac.uk/discover/dino-directory/procompsognathus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Procompsognathus.jpg,Deutschland,51.1638175,10.4478313,Late Triassic
Prosaurolophus,Herbivorous,Late Cretaceous 77-75 million years ago,USA,Euornithopod,7.6,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Hadrosaurinae,Brown (1916),Maximus,https://www.nhm.ac.uk/discover/dino-directory/prosaurolophus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Prosaurolophus.jpg,United States,39.7837304,-100.445882,Late Cretaceous
Protarchaeopteryx,Carnivorous,Early Cretaceous 122-120 million years ago,China,Small Theropod,2.0,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptora,Ji and Ji (1997),Robusta,https://www.nhm.ac.uk/discover/dino-directory/protarchaeopteryx.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Protarchaeopteryx.jpg,中国,35.000074,104.999927,Early Cretaceous
Protoceratops,Herbivorous,Late Cretaceous 74-70 million years ago,Mongolia,Ceratopsian,1.8,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria,Granger and Gregory (1923),Andrewsi,https://www.nhm.ac.uk/discover/dino-directory/protoceratops.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/proto.jpg,"Mongolia, Markham, Whitchurch-Stouffville, York Region, Golden Horseshoe, Ontario, L4A 1S5, Canada",43.9382593,-79.2235563,Late Cretaceous
Protohadros,Herbivorous,Late Cretaceous 99-94 million years ago,USA,Euornithopod,6.0,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea,Head (1998),Byrdi,https://www.nhm.ac.uk/discover/dino-directory/protohadros.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Protohadros.jpg,United States,39.7837304,-100.445882,Late Cretaceous
Psittacosaurus,Herbivorous,Early Cretaceous 120-100 million years ago,Russia,Ceratopsian,2.0,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Psittacosauridae,Osborn (1923),Mongoliensis,https://www.nhm.ac.uk/discover/dino-directory/psittacosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/psittaco.jpg,Россия,64.6863136,97.7453061,Early Cretaceous
Quaesitosaurus,Herbivorous,Late Cretaceous 86-84 million years ago,Mongolia,Sauropod,23.0,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Diplodocoidea Nemegtosauridae,Kurzanov and Bannikov (1983),Orientalis,https://www.nhm.ac.uk/discover/dino-directory/quaesitosaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Quaesitosaurus.jpg,"Mongolia, Markham, Whitchurch-Stouffville, York Region, Golden Horseshoe, Ontario, L4A 1S5, Canada",43.9382593,-79.2235563,Late Cretaceous
Rebbachisaurus,Herbivorous,Early Cretaceous 112-99 million years ago,Morocco,Sauropod,20.0,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Diplodocoidea Rebbachisauridae,Lavocat (1954),Garasbae,https://www.nhm.ac.uk/discover/dino-directory/rebbachisaurus.html,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Rebbachisaurus.jpg,"Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب, Maroc ⵍⵎⵖⵔⵉⴱ المغرب",28.3347722,-10.371337908392649,Early Cretaceous
